Period,Passenger_type,Direction,Country,Orign,Destination,Count
201702,PLT,Departure,Israel,New Zealand,Israel,9
201702,PLT,Departure,Italy,New Zealand,Italy,22
201702,PLT,Departure,Jamaica,New Zealand,Jamaica,1
201702,PLT,Departure,Japan,New Zealand,Japan,72
201702,PLT,Departure,Kenya,New Zealand,Kenya,4
201702,PLT,Departure,Kiribati,New Zealand,Kiribati,5
201702,PLT,Departure,"Korea, Republic of",New Zealand,"Korea, Republic of",100
201702,PLT,Departure,Malaysia,New Zealand,Malaysia,30
201702,PLT,Departure,Maldives,New Zealand,Maldives,2
201702,PLT,Departure,Malta,New Zealand,Malta,2
201702,PLT,Departure,Marshall Islands,New Zealand,Marshall Islands,1
201702,PLT,Departure,Mauritius,New Zealand,Mauritius,2
201702,PLT,Departure,Mexico,New Zealand,Mexico,5
201702,PLT,Departure,Nepal,New Zealand,Nepal,8
201702,PLT,Departure,Netherlands,New Zealand,Netherlands,38
201702,PLT,Departure,New Caledonia,New Zealand,New Caledonia,2
201702,PLT,Departure,Nicaragua,New Zealand,Nicaragua,1
201702,PLT,Departure,Nigeria,New Zealand,Nigeria,2
201702,PLT,Departure,Niue,New Zealand,Niue,4
201702,PLT,Departure,Norway,New Zealand,Norway,4
201702,PLT,Departure,Not Stated,New Zealand,Not Stated,137
201702,PLT,Departure,Oman,New Zealand,Oman,4
201702,PLT,Departure,Papua New Guinea,New Zealand,Papua New Guinea,3
201702,PLT,Departure,Philippines,New Zealand,Philippines,44
201702,PLT,Departure,Pitcairn,New Zealand,Pitcairn,1
201702,PLT,Departure,Poland,New Zealand,Poland,14
201702,PLT,Departure,Portugal,New Zealand,Portugal,1
201702,PLT,Departure,Romania,New Zealand,Romania,1
201702,PLT,Departure,Russia,New Zealand,Russia,8
201702,PLT,Departure,Samoa,New Zealand,Samoa,42
201702,PLT,Departure,Saudi Arabia,New Zealand,Saudi Arabia,10
201702,PLT,Departure,Serbia,New Zealand,Serbia,1
201702,PLT,Departure,Singapore,New Zealand,Singapore,21
201702,PLT,Departure,Slovakia,New Zealand,Slovakia,1
201702,PLT,Departure,Slovenia,New Zealand,Slovenia,2
201702,PLT,Departure,Solomon Islands,New Zealand,Solomon Islands,3
201702,PLT,Departure,South Africa,New Zealand,South Africa,31
201702,PLT,Departure,Spain,New Zealand,Spain,17
201702,PLT,Departure,Sri Lanka,New Zealand,Sri Lanka,8
201702,PLT,Departure,Sudan,New Zealand,Sudan,1
201702,PLT,Departure,Sweden,New Zealand,Sweden,25
201702,PLT,Departure,Switzerland,New Zealand,Switzerland,8
201702,PLT,Departure,Taiwan,New Zealand,Taiwan,21
201702,PLT,Departure,Thailand,New Zealand,Thailand,59
201702,PLT,Departure,Timor-Leste,New Zealand,Timor-Leste,3
201702,PLT,Departure,Tokelau,New Zealand,Tokelau,3
201702,PLT,Departure,Tonga,New Zealand,Tonga,16
201702,PLT,Departure,Turkey,New Zealand,Turkey,2
201702,PLT,Departure,United Arab Emirates,New Zealand,United Arab Emirates,24
201702,PLT,Departure,United Kingdom,New Zealand,United Kingdom,568
201702,PLT,Departure,United States,New Zealand,United States,175
201702,PLT,Departure,Uruguay,New Zealand,Uruguay,6
201702,PLT,Departure,Vanuatu,New Zealand,Vanuatu,2
201702,PLT,Departure,Viet Nam,New Zealand,Viet Nam,20
201702,PLT,Departure,Yemen,New Zealand,Yemen,1
201702,PLT,Departure,Zimbabwe,New Zealand,Zimbabwe,1
201703,Overseas visitor,Arrival,Andorra,Andorra,New Zealand,16
201703,Overseas visitor,Arrival,Antarctica,Antarctica,New Zealand,16
201703,Overseas visitor,Arrival,Antigua and Barbuda,Antigua and Barbuda,New Zealand,16
201703,Overseas visitor,Arrival,Argentina,Argentina,New Zealand,2176
201703,Overseas visitor,Arrival,Armenia,Armenia,New Zealand,16
201703,Overseas visitor,Arrival,Australia,Australia,New Zealand,123856
201703,Overseas visitor,Arrival,Austria,Austria,New Zealand,880
201703,Overseas visitor,Arrival,Bahamas,Bahamas,New Zealand,16
201703,Overseas visitor,Arrival,Bahrain,Bahrain,New Zealand,32
201703,Overseas visitor,Arrival,Bangladesh,Bangladesh,New Zealand,64
201703,Overseas visitor,Arrival,Barbados,Barbados,New Zealand,16
201703,Overseas visitor,Arrival,Belgium,Belgium,New Zealand,816
201703,Overseas visitor,Arrival,Bermuda,Bermuda,New Zealand,32
201703,Overseas visitor,Arrival,Bolivia,Bolivia,New Zealand,16
201703,Overseas visitor,Arrival,Brazil,Brazil,New Zealand,1264
201703,Overseas visitor,Arrival,Brunei Darussalam,Brunei Darussalam,New Zealand,160
201703,Overseas visitor,Arrival,Bulgaria,Bulgaria,New Zealand,96
201703,Overseas visitor,Arrival,Cambodia,Cambodia,New Zealand,112
201703,Overseas visitor,Arrival,Canada,Canada,New Zealand,7920
201703,Overseas visitor,Arrival,Cayman Islands,Cayman Islands,New Zealand,32
201703,Overseas visitor,Arrival,Chile,Chile,New Zealand,800
201703,Overseas visitor,Arrival,China,China,New Zealand,42000
201703,Overseas visitor,Arrival,Colombia,Colombia,New Zealand,144
201703,Overseas visitor,Arrival,Cook Islands,Cook Islands,New Zealand,928
201703,Overseas visitor,Arrival,Costa Rica,Costa Rica,New Zealand,16
201703,Overseas visitor,Arrival,Croatia,Croatia,New Zealand,80
201703,Overseas visitor,Arrival,Cyprus,Cyprus,New Zealand,32
201703,Overseas visitor,Arrival,Czech Republic,Czechia,New Zealand,752
201703,Overseas visitor,Arrival,Denmark,Denmark,New Zealand,1280
201703,Overseas visitor,Arrival,Ecuador,Ecuador,New Zealand,16
201703,Overseas visitor,Arrival,Egypt,Egypt,New Zealand,16
201703,Overseas visitor,Arrival,Estonia,Estonia,New Zealand,112
201703,Overseas visitor,Arrival,Ethiopia,Ethiopia,New Zealand,16
201703,Overseas visitor,Arrival,Faeroe Islands,Faeroe Islands,New Zealand,16
201703,Overseas visitor,Arrival,Falkland Islands,Falkland Islands,New Zealand,16
201703,Overseas visitor,Arrival,Fiji,Fiji,New Zealand,2096
201703,Overseas visitor,Arrival,Finland,Finland,New Zealand,368
201703,Overseas visitor,Arrival,France,France,New Zealand,4176
201703,Overseas visitor,Arrival,French Guiana,French Guiana,New Zealand,16
201703,Overseas visitor,Arrival,French Polynesia,French Polynesia,New Zealand,2672
201703,Overseas visitor,Arrival,Georgia,Georgia,New Zealand,16
201703,Overseas visitor,Arrival,Germany,Germany,New Zealand,11408
201703,Overseas visitor,Arrival,Ghana,Ghana,New Zealand,16
201703,Overseas visitor,Arrival,Gibraltar,Gibraltar,New Zealand,16
201703,Overseas visitor,Arrival,Greece,Greece,New Zealand,128
201703,Overseas visitor,Arrival,Guam,Guam,New Zealand,32
201703,Overseas visitor,Arrival,Guatemala,Guatemala,New Zealand,16
201703,Overseas visitor,Arrival,Honduras,Honduras,New Zealand,16
201703,Overseas visitor,Arrival,Hong Kong,Hong Kong,New Zealand,3872
201703,Overseas visitor,Arrival,Hungary,Hungary,New Zealand,176
201703,Overseas visitor,Arrival,Iceland,Iceland,New Zealand,64
201703,Overseas visitor,Arrival,India,India,New Zealand,4992
201703,Overseas visitor,Arrival,Indonesia,Indonesia,New Zealand,1728
201703,Overseas visitor,Arrival,Iran,Iran,New Zealand,128
201703,Overseas visitor,Arrival,Iraq,Iraq,New Zealand,16
201703,Overseas visitor,Arrival,Ireland,Ireland,New Zealand,1008
201703,Overseas visitor,Arrival,Israel,Israel,New Zealand,528
201703,Overseas visitor,Arrival,Italy,Italy,New Zealand,800
201703,Overseas visitor,Arrival,Jamaica,Jamaica,New Zealand,16
201703,Overseas visitor,Arrival,Japan,Japan,New Zealand,12032
201703,Overseas visitor,Arrival,Jordan,Jordan,New Zealand,32
201703,Overseas visitor,Arrival,Kazakhstan,Kazakhstan,New Zealand,16
201703,Overseas visitor,Arrival,Kenya,Kenya,New Zealand,32
201703,Overseas visitor,Arrival,Kiribati,Kiribati,New Zealand,32
201703,Overseas visitor,Arrival,"Korea, Republic of","Korea, Republic of",New Zealand,7584
201703,Overseas visitor,Arrival,Kuwait,Kuwait,New Zealand,48
201703,Overseas visitor,Arrival,Laos,Laos,New Zealand,32
201703,Overseas visitor,Arrival,Latvia,Latvia,New Zealand,32
201703,Overseas visitor,Arrival,Lebanon,Lebanon,New Zealand,16
201703,Overseas visitor,Arrival,Liechtenstein,Liechtenstein,New Zealand,16
201703,Overseas visitor,Arrival,Lithuania,Lithuania,New Zealand,80
201703,Overseas visitor,Arrival,Luxembourg,Luxembourg,New Zealand,64
201703,Overseas visitor,Arrival,Macau,Macau,New Zealand,224
201703,Overseas visitor,Arrival,Malaysia,Malaysia,New Zealand,4928
201703,Overseas visitor,Arrival,Maldives,Maldives,New Zealand,16
201703,Overseas visitor,Arrival,Malta,Malta,New Zealand,32
201703,Overseas visitor,Arrival,Mauritania,Mauritania,New Zealand,16
201703,Overseas visitor,Arrival,Mauritius,Mauritius,New Zealand,48
201703,Overseas visitor,Arrival,Mexico,Mexico,New Zealand,352
201703,Overseas visitor,Arrival,"Micronesia, Federated States of","Micronesia, Federated States of",New Zealand,16
201703,Overseas visitor,Arrival,Moldova,Moldova,New Zealand,16
201703,Overseas visitor,Arrival,Monaco,Monaco,New Zealand,16
201703,Overseas visitor,Arrival,Morocco,Morocco,New Zealand,16
201703,Overseas visitor,Arrival,Myanmar,Myanmar,New Zealand,48
201703,Overseas visitor,Arrival,Namibia,Namibia,New Zealand,16
201703,Overseas visitor,Arrival,Nauru,Nauru,New Zealand,16
201703,Overseas visitor,Arrival,Nepal,Nepal,New Zealand,48
201703,Overseas visitor,Arrival,Netherlands,Netherlands,New Zealand,2256
201703,Overseas visitor,Arrival,New Caledonia,New Caledonia,New Zealand,1520
201703,Overseas visitor,Arrival,New Zealand,New Zealand,New Zealand,1824
201703,Overseas visitor,Arrival,Nigeria,Nigeria,New Zealand,16
201703,Overseas visitor,Arrival,Niue,Niue,New Zealand,176
201703,Overseas visitor,Arrival,Norfolk Island,Norfolk Island,New Zealand,48
201703,Overseas visitor,Arrival,Norway,Norway,New Zealand,432
201703,Overseas visitor,Arrival,Not Stated,Not Stated,New Zealand,1856
201703,Overseas visitor,Arrival,Oman,Oman,New Zealand,48
201703,Overseas visitor,Arrival,Pakistan,Pakistan,New Zealand,64
201703,Overseas visitor,Arrival,Panama,Panama,New Zealand,16
201703,Overseas visitor,Arrival,Papua New Guinea,Papua New Guinea,New Zealand,208
201703,Overseas visitor,Arrival,Paraguay,Paraguay,New Zealand,16
201703,Overseas visitor,Arrival,Peru,Peru,New Zealand,64
201703,Overseas visitor,Arrival,Philippines,Philippines,New Zealand,1728
201703,Overseas visitor,Arrival,Poland,Poland,New Zealand,880
201703,Overseas visitor,Arrival,Portugal,Portugal,New Zealand,160
201703,Overseas visitor,Arrival,Puerto Rico,Puerto Rico,New Zealand,16
201703,Overseas visitor,Arrival,Qatar,Qatar,New Zealand,112
201703,Overseas visitor,Arrival,Reunion,Reunion,New Zealand,16
201703,Overseas visitor,Arrival,Romania,Romania,New Zealand,128
201703,Overseas visitor,Arrival,Russia,Russia,New Zealand,448
201703,Overseas visitor,Arrival,Samoa,Samoa,New Zealand,2048
201703,Overseas visitor,Arrival,Samoa,"Samoa, American",New Zealand,112
201703,Overseas visitor,Arrival,San Marino,San Marino,New Zealand,16
201703,Overseas visitor,Arrival,Saudi Arabia,Saudi Arabia,New Zealand,208
201703,Overseas visitor,Arrival,Serbia,Serbia,New Zealand,32
201703,Overseas visitor,Arrival,Sierra Leone,Sierra Leone,New Zealand,16
201703,Overseas visitor,Arrival,Singapore,Singapore,New Zealand,4272
201703,Overseas visitor,Arrival,Slovakia,Slovakia,New Zealand,192
201703,Overseas visitor,Arrival,Slovenia,Slovenia,New Zealand,96
201703,Overseas visitor,Arrival,Solomon Islands,Solomon Islands,New Zealand,224
201703,Overseas visitor,Arrival,South Africa,South Africa,New Zealand,1808
201703,Overseas visitor,Arrival,Spain,Spain,New Zealand,1088
201703,Overseas visitor,Arrival,Sri Lanka,Sri Lanka,New Zealand,320
201703,Overseas visitor,Arrival,Sweden,Sweden,New Zealand,1360
201703,Overseas visitor,Arrival,Switzerland,Switzerland,New Zealand,1952
201703,Overseas visitor,Arrival,Taiwan,Taiwan,New Zealand,2976
201703,Overseas visitor,Arrival,Tanzania,Tanzania,New Zealand,16
201703,Overseas visitor,Arrival,Thailand,Thailand,New Zealand,2960
201703,Overseas visitor,Arrival,Timor-Leste,Timor-Leste,New Zealand,16
201703,Overseas visitor,Arrival,Tokelau,Tokelau,New Zealand,16
201703,Overseas visitor,Arrival,Tonga,Tonga,New Zealand,1856
201703,Overseas visitor,Arrival,Trinidad and Tobago,Trinidad and Tobago,New Zealand,16
201703,Overseas visitor,Arrival,Tunisia,Tunisia,New Zealand,16
201703,Overseas visitor,Arrival,Turkey,Turkey,New Zealand,96
201703,Overseas visitor,Arrival,Tuvalu,Tuvalu,New Zealand,64
201703,Overseas visitor,Arrival,Uganda,Uganda,New Zealand,16
201703,Overseas visitor,Arrival,Ukraine,Ukraine,New Zealand,96
201703,Overseas visitor,Arrival,United Arab Emirates,United Arab Emirates,New Zealand,1056
201703,Overseas visitor,Arrival,United Kingdom,United Kingdom,New Zealand,23408
201703,Overseas visitor,Arrival,United States,United States,New Zealand,38432
201703,Overseas visitor,Arrival,Uruguay,Uruguay,New Zealand,400
201703,Overseas visitor,Arrival,Vanuatu,Vanuatu,New Zealand,1072
201703,Overseas visitor,Arrival,Venezuela,Venezuela,New Zealand,16
201703,Overseas visitor,Arrival,Viet Nam,Viet Nam,New Zealand,544
201703,Overseas visitor,Arrival,"Virgin Islands, British","Virgin Islands, British",New Zealand,16
201703,Overseas visitor,Arrival,Zimbabwe,Zimbabwe,New Zealand,32
201703,Overseas visitor,Departure,Afghanistan,New Zealand,Afghanistan,15
201703,Overseas visitor,Departure,Albania,New Zealand,Albania,7
201703,Overseas visitor,Departure,Andorra,New Zealand,Andorra,7
201703,Overseas visitor,Departure,Angola,New Zealand,Angola,3
201703,Overseas visitor,Departure,Antarctica,New Zealand,Antarctica,2
201703,Overseas visitor,Departure,Antigua and Barbuda,New Zealand,Antigua and Barbuda,1
201703,Overseas visitor,Departure,Argentina,New Zealand,Argentina,2842
201703,Overseas visitor,Departure,Armenia,New Zealand,Armenia,7
201703,Overseas visitor,Departure,Aruba,New Zealand,Aruba,3
201703,Overseas visitor,Departure,Australia,New Zealand,Australia,126196
201703,Overseas visitor,Departure,Austria,New Zealand,Austria,1349
201703,Overseas visitor,Departure,Azerbaijan,New Zealand,Azerbaijan,8
201703,Overseas visitor,Departure,Bahamas,New Zealand,Bahamas,5
201703,Overseas visitor,Departure,Bahrain,New Zealand,Bahrain,41
201703,Overseas visitor,Departure,Bangladesh,New Zealand,Bangladesh,67
201703,Overseas visitor,Departure,Barbados,New Zealand,Barbados,10
201703,Overseas visitor,Departure,Belarus,New Zealand,Belarus,27
201703,Overseas visitor,Departure,Belgium,New Zealand,Belgium,1201
201703,Overseas visitor,Departure,Benin,New Zealand,Benin,3
201703,Overseas visitor,Departure,Bermuda,New Zealand,Bermuda,38
201703,Overseas visitor,Departure,Bhutan,New Zealand,Bhutan,1
201703,Overseas visitor,Departure,Bolivia,New Zealand,Bolivia,6
201703,Overseas visitor,Departure,Bosnia and Herzegovina,New Zealand,Bosnia and Herzegovina,4
201703,Overseas visitor,Departure,Botswana,New Zealand,Botswana,6
201703,Overseas visitor,Departure,Brazil,New Zealand,Brazil,1324
201703,Overseas visitor,Departure,Brunei Darussalam,New Zealand,Brunei Darussalam,92
201703,Overseas visitor,Departure,Bulgaria,New Zealand,Bulgaria,104
201703,Overseas visitor,Departure,Burkina Faso,New Zealand,Burkina Faso,1
201703,Overseas visitor,Departure,Cambodia,New Zealand,Cambodia,163
201703,Overseas visitor,Departure,Cameroon,New Zealand,Cameroon,3
201703,Overseas visitor,Departure,Canada,New Zealand,Canada,11606
201703,Overseas visitor,Departure,Cayman Islands,New Zealand,Cayman Islands,18
201703,Overseas visitor,Departure,Chile,New Zealand,Chile,880
201703,Overseas visitor,Departure,China,New Zealand,China,40270
201703,Overseas visitor,Departure,Colombia,New Zealand,Colombia,117
201703,Overseas visitor,Departure,Comoros,New Zealand,Comoros,1
201703,Overseas visitor,Departure,Congo,New Zealand,Congo,1
201703,Overseas visitor,Departure,Congo [DRC],New Zealand,"Congo, the Democratic Republic of the",4
201703,Overseas visitor,Departure,Cook Islands,New Zealand,Cook Islands,1017
201703,Overseas visitor,Departure,Costa Rica,New Zealand,Costa Rica,19
201703,Overseas visitor,Departure,Cote d'Ivoire,New Zealand,Cote d'Ivoire,2
201703,Overseas visitor,Departure,Croatia,New Zealand,Croatia,102
201703,Overseas visitor,Departure,Cuba,New Zealand,Cuba,5
201703,Overseas visitor,Departure,Curacao,New Zealand,Curacao,1
201703,Overseas visitor,Departure,Cyprus,New Zealand,Cyprus,55
201703,Overseas visitor,Departure,Czech Republic,New Zealand,Czechia,1201
201703,Overseas visitor,Departure,Denmark,New Zealand,Denmark,2136
201703,Overseas visitor,Departure,Dominican Republic,New Zealand,Dominican Republic,7
201703,Overseas visitor,Departure,Ecuador,New Zealand,Ecuador,17
201703,Overseas visitor,Departure,Egypt,New Zealand,Egypt,27
201703,Overseas visitor,Departure,El Salvador,New Zealand,El Salvador,1
201703,Overseas visitor,Departure,Eritrea,New Zealand,Eritrea,1
201703,Overseas visitor,Departure,Estonia,New Zealand,Estonia,102
201703,Overseas visitor,Departure,Eswatini,New Zealand,Eswatini,8
201703,Overseas visitor,Departure,Ethiopia,New Zealand,Ethiopia,7
201703,Overseas visitor,Departure,Faeroe Islands,New Zealand,Faeroe Islands,12
201703,Overseas visitor,Departure,Falkland Islands,New Zealand,Falkland Islands,6
201703,Overseas visitor,Departure,Fiji,New Zealand,Fiji,2055
201703,Overseas visitor,Departure,Finland,New Zealand,Finland,612
201703,Overseas visitor,Departure,Former Yugoslav Republic of Macedonia (FYROM),New Zealand,Former Yugoslav Republic of Macedonia (FYROM),13
201703,Overseas visitor,Departure,France,New Zealand,France,6271
201703,Overseas visitor,Departure,French Guiana,New Zealand,French Guiana,4
201703,Overseas visitor,Departure,French Polynesia,New Zealand,French Polynesia,2037
201703,Overseas visitor,Departure,Gabon,New Zealand,Gabon,1
201703,Overseas visitor,Departure,Gaza Strip/Palestine/West Bank,New Zealand,Gaza Strip/Palestine/West Bank,5
201703,Overseas visitor,Departure,Germany,New Zealand,Germany,20037
201703,Overseas visitor,Departure,Ghana,New Zealand,Ghana,7
201703,Overseas visitor,Departure,Gibraltar,New Zealand,Gibraltar,21
201703,Overseas visitor,Departure,Greece,New Zealand,Greece,142
201703,Overseas visitor,Departure,Greenland,New Zealand,Greenland,2
201703,Overseas visitor,Departure,Grenada,New Zealand,Grenada,1
201703,Overseas visitor,Departure,Guadeloupe,New Zealand,Guadeloupe,7
201703,Overseas visitor,Departure,Guam,New Zealand,Guam,28
201703,Overseas visitor,Departure,Guatemala,New Zealand,Guatemala,13
201703,Overseas visitor,Departure,Guyana,New Zealand,Guyana,4
201703,Overseas visitor,Departure,Honduras,New Zealand,Honduras,2
201703,Overseas visitor,Departure,Hong Kong,New Zealand,Hong Kong,3939
201703,Overseas visitor,Departure,Hungary,New Zealand,Hungary,297
201703,Overseas visitor,Departure,Iceland,New Zealand,Iceland,66
201703,Overseas visitor,Departure,India,New Zealand,India,5156
201703,Overseas visitor,Departure,Indonesia,New Zealand,Indonesia,1434
201703,Overseas visitor,Departure,Iran,New Zealand,Iran,108
201703,Overseas visitor,Departure,Iraq,New Zealand,Iraq,16
201703,Overseas visitor,Departure,Ireland,New Zealand,Ireland,1501
201703,Overseas visitor,Departure,Israel,New Zealand,Israel,962
201703,Overseas visitor,Departure,Italy,New Zealand,Italy,1053
201703,Overseas visitor,Departure,Jamaica,New Zealand,Jamaica,8
201703,Overseas visitor,Departure,Japan,New Zealand,Japan,14894
201703,Overseas visitor,Departure,Jordan,New Zealand,Jordan,29
201703,Overseas visitor,Departure,Kazakhstan,New Zealand,Kazakhstan,15
201703,Overseas visitor,Departure,Kenya,New Zealand,Kenya,42
201703,Overseas visitor,Departure,Kiribati,New Zealand,Kiribati,72
201703,Overseas visitor,Departure,"Korea, Republic of",New Zealand,"Korea, Republic of",8543
201703,Overseas visitor,Departure,Kuwait,New Zealand,Kuwait,49
201703,Overseas visitor,Departure,Kyrgyzstan,New Zealand,Kyrgyzstan,3
201703,Overseas visitor,Departure,Laos,New Zealand,Laos,39
201703,Overseas visitor,Departure,Latvia,New Zealand,Latvia,68
201703,Overseas visitor,Departure,Lebanon,New Zealand,Lebanon,12
201703,Overseas visitor,Departure,Liberia,New Zealand,Liberia,6
201703,Overseas visitor,Departure,Libya,New Zealand,Libya,1
201703,Overseas visitor,Departure,Liechtenstein,New Zealand,Liechtenstein,7
201703,Overseas visitor,Departure,Lithuania,New Zealand,Lithuania,53
201703,Overseas visitor,Departure,Luxembourg,New Zealand,Luxembourg,113
201703,Overseas visitor,Departure,Macau,New Zealand,Macau,233
201703,Overseas visitor,Departure,Madagascar,New Zealand,Madagascar,6
201703,Overseas visitor,Departure,Malawi,New Zealand,Malawi,8
201703,Overseas visitor,Departure,Malaysia,New Zealand,Malaysia,4568
201703,Overseas visitor,Departure,Maldives,New Zealand,Maldives,13
201703,Overseas visitor,Departure,Mali,New Zealand,Mali,6
201703,Overseas visitor,Departure,Malta,New Zealand,Malta,57
201703,Overseas visitor,Departure,Marshall Islands,New Zealand,Marshall Islands,5
201703,Overseas visitor,Departure,Martinique,New Zealand,Martinique,1
201703,Overseas visitor,Departure,Mauritius,New Zealand,Mauritius,52
201703,Overseas visitor,Departure,Mexico,New Zealand,Mexico,389
201703,Overseas visitor,Departure,"Micronesia, Federated States of",New Zealand,"Micronesia, Federated States of",7
201703,Overseas visitor,Departure,Moldova,New Zealand,Moldova,11
201703,Overseas visitor,Departure,Monaco,New Zealand,Monaco,14
201703,Overseas visitor,Departure,Mongolia,New Zealand,Mongolia,28
201703,Overseas visitor,Departure,Montenegro,New Zealand,Montenegro,4
201703,Overseas visitor,Departure,Morocco,New Zealand,Morocco,14
201703,Overseas visitor,Departure,Mozambique,New Zealand,Mozambique,7
201703,Overseas visitor,Departure,Myanmar,New Zealand,Myanmar,33
201703,Overseas visitor,Departure,Namibia,New Zealand,Namibia,22
201703,Overseas visitor,Departure,Nauru,New Zealand,Nauru,3
201703,Overseas visitor,Departure,Nepal,New Zealand,Nepal,39
201703,Overseas visitor,Departure,Netherlands,New Zealand,Netherlands,4929
201703,Overseas visitor,Departure,New Caledonia,New Zealand,New Caledonia,1524
201703,Overseas visitor,Departure,New Zealand,New Zealand,New Zealand,1715
201703,Overseas visitor,Departure,Nicaragua,New Zealand,Nicaragua,6
201703,Overseas visitor,Departure,Nigeria,New Zealand,Nigeria,5
201703,Overseas visitor,Departure,Niue,New Zealand,Niue,170
201703,Overseas visitor,Departure,Norfolk Island,New Zealand,Norfolk Island,67
201703,Overseas visitor,Departure,Northern Mariana Islands,New Zealand,Northern Mariana Islands,1
201703,Overseas visitor,Departure,Norway,New Zealand,Norway,599
201703,Overseas visitor,Departure,Not Stated,New Zealand,Not Stated,4806
201703,Overseas visitor,Departure,Oman,New Zealand,Oman,56
201703,Overseas visitor,Departure,Pakistan,New Zealand,Pakistan,102
201703,Overseas visitor,Departure,Palau,New Zealand,Palau,7
201703,Overseas visitor,Departure,Panama,New Zealand,Panama,15
201703,Overseas visitor,Departure,Papua New Guinea,New Zealand,Papua New Guinea,204
201703,Overseas visitor,Departure,Paraguay,New Zealand,Paraguay,4
201703,Overseas visitor,Departure,Peru,New Zealand,Peru,66
201703,Overseas visitor,Departure,Philippines,New Zealand,Philippines,1694
201703,Overseas visitor,Departure,Pitcairn,New Zealand,Pitcairn,1
201703,Overseas visitor,Departure,Poland,New Zealand,Poland,1045
201703,Overseas visitor,Departure,Portugal,New Zealand,Portugal,224
201703,Overseas visitor,Departure,Puerto Rico,New Zealand,Puerto Rico,11
201703,Overseas visitor,Departure,Qatar,New Zealand,Qatar,145
201703,Overseas visitor,Departure,Reunion,New Zealand,Reunion,23
201703,Overseas visitor,Departure,Romania,New Zealand,Romania,162
201703,Overseas visitor,Departure,Russia,New Zealand,Russia,722
201703,Overseas visitor,Departure,Rwanda,New Zealand,Rwanda,3
201703,Overseas visitor,Departure,Samoa,New Zealand,Samoa,1773
201703,Overseas visitor,Departure,Samoa,New Zealand,"Samoa, American",84
201703,Overseas visitor,Departure,Saudi Arabia,New Zealand,Saudi Arabia,179
201703,Overseas visitor,Departure,Senegal,New Zealand,Senegal,2
201703,Overseas visitor,Departure,Serbia,New Zealand,Serbia,54
201703,Overseas visitor,Departure,Seychelles,New Zealand,Seychelles,7
201703,Overseas visitor,Departure,Sierra Leone,New Zealand,Sierra Leone,1
201703,Overseas visitor,Departure,Singapore,New Zealand,Singapore,4202
201703,Overseas visitor,Departure,Slovakia,New Zealand,Slovakia,219
201703,Overseas visitor,Departure,Slovenia,New Zealand,Slovenia,219
201703,Overseas visitor,Departure,Solomon Islands,New Zealand,Solomon Islands,122
201703,Overseas visitor,Departure,Somalia,New Zealand,Somalia,3
201703,Overseas visitor,Departure,South Africa,New Zealand,South Africa,1650
201703,Overseas visitor,Departure,South Sudan,New Zealand,South Sudan,2
201703,Overseas visitor,Departure,Spain,New Zealand,Spain,1201
201703,Overseas visitor,Departure,Sri Lanka,New Zealand,Sri Lanka,257
201703,Overseas visitor,Departure,St Helena,New Zealand,St Helena,1
201703,Overseas visitor,Departure,St Kitts and Nevis,New Zealand,St Kitts and Nevis,1
201703,Overseas visitor,Departure,St Lucia,New Zealand,St Lucia,2
201703,Overseas visitor,Departure,Sudan,New Zealand,Sudan,4
201703,Overseas visitor,Departure,Suriname,New Zealand,Suriname,1
201703,Overseas visitor,Departure,Sweden,New Zealand,Sweden,2336
201703,Overseas visitor,Departure,Switzerland,New Zealand,Switzerland,3551
201703,Overseas visitor,Departure,Syria,New Zealand,Syria,1
201703,Overseas visitor,Departure,Taiwan,New Zealand,Taiwan,3734
201703,Overseas visitor,Departure,Tanzania,New Zealand,Tanzania,11
201703,Overseas visitor,Departure,Thailand,New Zealand,Thailand,1772
201703,Overseas visitor,Departure,Timor-Leste,New Zealand,Timor-Leste,22
201703,Overseas visitor,Departure,Tokelau,New Zealand,Tokelau,13
201703,Overseas visitor,Departure,Tonga,New Zealand,Tonga,1330
201703,Overseas visitor,Departure,Trinidad and Tobago,New Zealand,Trinidad and Tobago,11
201703,Overseas visitor,Departure,Tunisia,New Zealand,Tunisia,10
201703,Overseas visitor,Departure,Turkey,New Zealand,Turkey,121
201703,Overseas visitor,Departure,Turks and Caicos Islands,New Zealand,Turks and Caicos Islands,1
201703,Overseas visitor,Departure,Tuvalu,New Zealand,Tuvalu,26
201703,Overseas visitor,Departure,Uganda,New Zealand,Uganda,16
201703,Overseas visitor,Departure,Ukraine,New Zealand,Ukraine,108
201703,Overseas visitor,Departure,United Arab Emirates,New Zealand,United Arab Emirates,831
201703,Overseas visitor,Departure,United Kingdom,New Zealand,United Kingdom,39370
201703,Overseas visitor,Departure,United States,New Zealand,United States,46221
201703,Overseas visitor,Departure,Uruguay,New Zealand,Uruguay,497
201703,Overseas visitor,Departure,Uzbekistan,New Zealand,Uzbekistan,4
201703,Overseas visitor,Departure,Vanuatu,New Zealand,Vanuatu,286
201703,Overseas visitor,Departure,Venezuela,New Zealand,Venezuela,9
201703,Overseas visitor,Departure,Viet Nam,New Zealand,Viet Nam,511
201703,Overseas visitor,Departure,"Virgin Islands, British",New Zealand,"Virgin Islands, British",4
201703,Overseas visitor,Departure,"Virgin Islands, United States",New Zealand,"Virgin Islands, United States",1
